CustomerID,Age,Gender,Tenure_Months,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Duplicate_Check
961,26,Female,57,35309.66,1,0,0,138266.68,0,1
962,43,Male,70,26714.53,2,1,1,130732.74,0,1
963,64,Male,41,27036.73,1,0,0,26834.67,0,1
964,39,Female,54,21479.8,3,1,0,33574,0,1
965,64,Male,46,15441.72,3,0,0,93967.82,0,1
966,47,Male,60,24113.22,3,1,1,89092.3,0,1
967,60,Female,60,5924.62,1,1,1,79535.22,0,1
968,65,Male,57,48075.67,4,1,0,71582.61,0,1
969,34,Male,31,35720.54,3,1,0,76057.36,0,1
970,43,Male,24,47623.36,3,1,1,94008.73,0,1
971,53,Male,36,11336.37,1,1,1,20269.95,0,1
972,18,Female,30,43967.05,2,0,1,53892.14,0,1
973,25,Female,24,40439.5,2,1,0,87376.36,0,1
974,66,Female,30,33857.62,4,1,0,113888.09,0,1
975,52,Male,7,31251.46,4,1,0,42640.37,0,1
976,69,Male,35,15827.48,3,0,0,91094.55,0,1
977,32,Female,55,40820.54,1,0,0,112879.76,0,1
978,64,Male,14,25075.77,3,0,1,77801.6,0,1
979,39,Male,10,3544.58,4,1,0,23520.55,1,1
980,31,Male,16,15643.16,1,0,1,78404.86,0,1
981,43,Male,54,46764.85,1,0,1,58537.84,0,1
982,45,Female,70,42534.01,4,1,0,140854.45,0,1
983,40,Female,44,49095.28,2,1,1,36199.74,0,1
984,31,Female,45,31399.67,2,0,0,104821.87,0,1
985,41,Male,56,12375.5,1,1,1,26853.57,0,1
986,19,Female,57,8140.75,3,1,0,78002.16,0,1
987,62,Female,21,9345.72,2,1,0,92017.33,0,1
988,43,Male,68,989.78,3,1,1,58734.14,0,1
989,31,Male,50,19534.11,2,0,0,79159.83,0,1
990,68,Female,33,9571.38,2,1,1,41261.99,0,1
991,24,Female,7,20582.77,3,0,0,59536.1,0,1
992,20,Female,70,46749.72,4,0,0,100743.82,0,1
993,64,Female,15,21527.01,2,0,0,59234.01,0,1
994,40,Male,32,43899.22,2,0,1,136966.6,0,1
995,63,Female,20,30275.24,3,1,1,101692.9,0,1
996,60,Female,15,12356.58,4,1,0,77024.37,0,1
997,64,Male,48,17792.74,2,1,1,25038.4,0,1
998,62,Female,71,4195.98,2,0,0,84941.28,0,1
999,35,Male,21,16673.13,4,0,1,119420.91,0,1
1000,55,Male,42,33877.05,2,0,1,54522.49,0,1
